site,day_of_month,month,year,text,species,count
Platt Fields Park,5,October,2014,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Platt Fields Park,8,December,2012,"Great-spotted Woodpecker - 2 ",Great Spotted Woodpecker,2
Platt Fields Park,7,February,2010,"110+ Redwing foraging on the short grassland in the park. Later in the visit some were resting in the tall trees and giving a subdued version of the incessant communal chatter/song that I heard from Redwing flocks at this site and also at Alexandra Park in March '09. The song today was not as loud as that from March last year - I presume the volume of song might grow in strength as the birds approach their departure date? 2 Fieldfare amongst the Redwings. 2 Cormorants, a pair of Nuthatch and a single Goldcrest were also seen. 1 drumming Great Spotted Woodpecker, 3 singing Song Thrush and 1 singing Mistle Thrush. ",Great Spotted Woodpecker,110
Platt Fields Park,18,April,2009,"Great Spotted Woodpecker 1 ",Great Spotted Woodpecker,1
Platt Fields Park,11,March,2009,"Pair Great Spotted Woodpecker - the male was drumming, ",Great Spotted Woodpecker,X
Debdale Park/Gorton Reservoir,13,February,2016,"Great Spotted Woodpecker x 1. ",Great Spotted Woodpecker,1
Clowes Park,7,June,2013," great spotted woodpecker. first time i've seen one here in a looong time :) ",Great Spotted Woodpecker,X
Clowes Park,9,August,2012,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Clowes Park,31,July,2010,"In nearby Mandley Park - at least 16 Mistle Thrush, including juvenile birds feeding in bird cherry trees. A family party of Goldfinch. Male Blackbird carrying food. An independent juvenile Great Spotted Woodpecker. c80 Starlings. ",Great Spotted Woodpecker,16
Birchfields Park,11,May,2016," I pass through this park often and I've been consistently surprised by what can be found so deep into the city! With a bit of patience a fair number of woodland species can be seen. I've been visiting for about two years, and I'm usually able to see the common assemblage of tits, blackbirds, robins, wrens, woodpigeons etc... It is a hotspot for Ring-necked Parakeet. After dark, I once caught a Tawny owl. Nuthatch, Great spotted woodpecker, Song thrush , Mallard, Goldfinch and Jay are fairly regular and I tend to see at least a few on each visit. I've seen Treecreeper once, on the long avenue of trees near the bridge. I've caught Blackcap in the vegetation at the northern extent of the river this and last year. Bullfinch have been spotted twice, both times in the wooded corner near the church; last week I was privileged to watch a pair foraging just 5 metres from me for a good 5 minutes. Grey wagtails are occasionally on the river. I've never spotted House Sparrow within the park itself, but a short way down the wooded cycle path which leaves the south entrance of the park is a house where they roost and can always be heard. This is always a nice spot to wander and is the most accessible place from Fallowfield and Rusholme to see a range of woodland species. ",Great Spotted Woodpecker,5
Birchfields Park,20,February,2012,"Great spotted woodpecker - 3 ",Great Spotted Woodpecker,3
Birchfields Park,16,June,2011,"2 Great Spotted Woodpeckers ",Great Spotted Woodpecker,2
Drinkwater Park,14,June,2010,"46 species recorded on this late visit - same number as the early visit although they were not the same set of species on both visits. Highlights included a female Mallard with 9 well-grown ducklings on the Irwell, a pair of Grey Wagtail with a single fledged juvenile, a family party of Whitethroat including a minimum of 2 begging juveniles, family parties of 6,6 and 5 for Coot, Goldfinch with independently feeding juveniles, a brief sighting of a single Treecreeper with a single juvenile, a female Great Spotted Woodpecker feeding a single juvenile. Fledged Jackdaws and I have never, ever been so pleased before to see a Starling visiting a nest site and be able to confirm breeding for this species here........at last! Plenty of juvenile Woodpigeons and 3 independent juvenile Pied Wagtails feeding on the mud on the Irwell. Also 4 Cormorants, Nuthatch, Little Grebe, Great Crested Grebe, and several species of warbler and hirundine. ",Great Spotted Woodpecker,46
Drinkwater Park,23,January,2010,"Anyway today - the ponds were still largely frozen over - although 19 Coots were obviously getting pretty stressed out by the close proximity of each other on the small expanse of open water! In the surrounding woodlands (what's left of it!) 11 Long-tailed Tits, 5 Bullfinch(2m,3f), 12 Goldfinch, 3 Goldcrest, 1 Redwing, 1 Great Spotted Woodpecker and 3 Jays. On the stretch of Irwell adjacent to the park - at least 6 Little Grebes, 1 Goosander, 4 Cormorants. Also in the general area - 1 Kestrel and 3 Reed Buntings. ",Great Spotted Woodpecker,19
"Victoria Park, Stretford",19,January,2015,"1 Great Spotted Woodpecker (drumming) ",Great Spotted Woodpecker,1
"Victoria Park, Stretford",15,January,2015,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
"Victoria Park, Stretford",12,January,2015,"1 Great Spotted Woodpecker (drummed twice, briefly & quietly but was more interested in touring thin outer branches of trees) ",Great Spotted Woodpecker,1
"Victoria Park, Stretford",2,November,2014,"1 Great Spotted Woodpecker (actually heard another on Derbyshire Lane - unless it was the same one stalking me home!) ",Great Spotted Woodpecker,1
Reddish Vale Country Park,28,January,2019," Of note: Ring necked parakeet x2, Goldcrest, Treecreeper, Kingfisher, Mandarin x4, Bullfinch, Great Spotted Woodpecker, 32 x Tufted Duck, 2 x Redwing ",Great Spotted Woodpecker,2
Reddish Vale Country Park,18,January,2019," Along the River Tame again, not a lot of activity however always interesting. Kingfisher Goosander Cormorant flew over Magpie x 3 Crow x 5 Jackdaw Moorhen Mallard pair Wren Blackbird Great Spotted Woodpecker x 2 flew over Woodpigeon x 7 Small mixed tit flock Blue and Great I can never tire of seeing the Kingfishers and very occasionally they land close by on a fishing perch. ",Great Spotted Woodpecker,3
Reddish Vale Country Park,7,April,2018," Seen in between rain showers - 1000-1300 Bullfinch 1M, Buzzard 1, Chiffchaff (heard and seen), Goldcrest 1, Goldfinch, Great Crested Grebe 1, Great Spotted Woodpecker 1 (also heard drumming), Grey Heron 2, Grey Wagtail 3, House Martin 2 (with Sand Martins), Lesser Black-Backed Gull 2, Mandarin Duck M3, 1F and pair in a field, Meadow Pipit 3, Mute Swan 2, Pied Wagtail 1, Reed Bunting 1 in hedgerow and 3 in reedbeds, Ring Necked Parakeet 3 plus 2 later (could be from same group earlier), Sand Martin approx. 8-10 feeding over the pond, Swallow 1 + 1 (with Sand Martins), Willow Warbler 1. ",Great Spotted Woodpecker,1000
Reddish Vale Country Park,25,March,2017,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Reddish Vale Country Park,24,January,2016," Had a wander round with Liam Langley this morning. 07.50 - 10.30 Overcast but very mild for the time of year Mill Ponds Great crested grebe - 2 displaying Little grebe - 2 calling/singing frequently Kingfisher - 1 Cormorant - 9 ...plus the usual. Mill Ponds to Horse Close Wood via boardwalk Bullfinch - 2 (m+f) Buzzard - 1 Meadow pipit - 3 Reed bunting - 1 Teal - 8 Fieldfare - 1 Horse Close Wood Great spotted woodpecker - 2 Nuthatch - 2 Goldcrest - 1 Ross Lave Lane Redwing - 23 + 8 either side of the motorway Some other highlights from earlier in the week include: Mill Ponds Goosander - 1 (17th) 5 over (19th) Greylag goose - 2 (17th) same birds on the river bend beyond viaduct on the 19th Ross Lave Lane Lapwing - 7 (17th) Meadow pipit - 29 (19th) Skylark - 1 (19th) Fieldfare - c.25 (17th) Sparrowhawk - 1 (17th) Pink-footed goose - c.350 NW (17th) Mill Ponds to Horse Close Wood via boardwalk Kestrel - 1m (23rd) Dipper - 1 (23rd) Sparrowhawk - 1 (23rd) Horse Close Wood Ring-necked parakeet - 1 (17th) Siskin - 1 with goldfinches (17th) Treecreeper - 1 (17th) ",Great Spotted Woodpecker,07
Reddish Vale Country Park,22,August,2014,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Reddish Vale Country Park,31,March,2014,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,31,October,2013,"Great Spotted Woodpecker 1 ",Great Spotted Woodpecker,1
Reddish Vale Country Park,5,April,2013,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,29,January,2013,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,6,January,2013,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Reddish Vale Country Park,5,December,2012,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Reddish Vale Country Park,13,November,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,13,November,2012,"2 Great Spotted Woodpecker ",Great Spotted Woodpecker,2
Reddish Vale Country Park,11,July,2012,"2 Great Spotted woodpecker ",Great Spotted Woodpecker,2
Reddish Vale Country Park,30,April,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,7,April,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,3,April,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,1,April,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,28,March,2012,"2 Great Spotted Woodpecker ",Great Spotted Woodpecker,2
Reddish Vale Country Park,27,March,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,25,March,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,22,March,2012,"1f Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,19,March,2012,"1f Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,18,March,2012,"7 singing Song Thrush, Little Grebe, Dipper, Teal 10, Goosander 1 pair, Chaffinch 5 singing, Chiffchaff 5 singing, Mistle Thrush 2 singing, Jay 3, Skylark 1 singing, Goldfinch 1 singing, single territories of Nuthatch, Treecreeper, Bullfinch and Reed Bunting, 2 territories of Great Spotted Woodpecker and Coal Tit. Good densities of Dunnock and Wren. ",Great Spotted Woodpecker,7
Reddish Vale Country Park,16,March,2012,"3 Great Spotted Woodpeckers ",Great Spotted Woodpecker,3
Reddish Vale Country Park,13,March,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,9,March,2012,"1 Great spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,8,March,2012,"1 Great Spotted woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,4,February,2012,"2 Great Spotted Woodpeckers ",Great Spotted Woodpecker,2
Reddish Vale Country Park,25,January,2012,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,16,January,2012,"2 Great Spotted Woodpecker ",Great Spotted Woodpecker,2
Reddish Vale Country Park,14,January,2012,"2 Great Spotted Woodpeckers ",Great Spotted Woodpecker,2
Reddish Vale Country Park,22,April,2011,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Reddish Vale Country Park,3,April,2011," Pleasant morning with a light rain shower. Mill Pools Pair of Great Crested Grebe 1 Heron Bridleway to Hyde Hall Farm 2 Pair Mistle Thrush 1 Swallow Hyde Hall Farm via Boardwalk towards Mill Ponds 3 Great Spotted Woodpecker 2 Buzzard (No interaction) 2 Sand Martin 3 Kestrels mobbing resident Buzzard 2 Blackcaps (Heard) 1 Reed Bunting at new wetland scrape ",Great Spotted Woodpecker,1
Reddish Vale Country Park,15,February,2011,"Great Spotted Woodpecker 2 ",Great Spotted Woodpecker,2
Reddish Vale Country Park,25,May,2010,"Great spotted woodpecker nest with chicks at Reddish Vale. ",Great Spotted Woodpecker,X
Worsley Woods,7,February,2016,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Worsley Woods,2,November,2015,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,16,May,2015,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,24,February,2015,"Great spotted woodpecker 1 ",Great Spotted Woodpecker,1
Worsley Woods,12,December,2014,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,12,June,2014," Walk through the woods this afternoon with my wife duration around 2 hours Birds seen as follows Blackbird x8 Mallard x8 with 8 young Teal Tufted duck x3 Robin x10 Nuthatch Moorhen x4 Coal tit Magpie x4 White duck x3 Great spotted woodpecker Possible sighting of a lesser spotted woodpecker flying away from me . undulating flight and Looked smaller than a great House sparrow Woodpigeon x4 Collared dove x4 Grey wagtail ",Great Spotted Woodpecker,2
Worsley Woods,16,February,2014,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,9,January,2014," Worsley Woods 40 Teal 5 Snipe 1 Grey Heron 2 Jay Great Spotted Woodpecker Coal Tit ",Great Spotted Woodpecker,40
Worsley Woods,31,December,2013," 8 - 12.30 Just missed you Jason. Wardley woods 3 Nuthatch, 2 Treecreepers, Snipe, 7 Teal, 2 Jays, Great spotted woodpecker, Coal tit, 2 Mistle thrush, Song thrush, Kestrel, Goldcrest. Worsley wood and Warke dam 31 Teal, 35 Mallard, 7 Herons, 2 Snipe, Sparrowhawk, 5 Nuthatch, 2 Treecreepers, Large tit flock of 27 birds mainly Long tailed with 5 Blue tits and a Goldcrest. Three of the Long tailed tits were ringed. 5 Jays, 6 Redwing and 1 Fieldfare. I would like to wish everyone a very happy New year. ",Great Spotted Woodpecker,8
Worsley Woods,31,December,2013,"Great spotted woodpecker (f) ",Great Spotted Woodpecker,X
Worsley Woods,25,November,2013,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,17,October,2013,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,26,December,2012,"2 Great spotted woodpeckers ",Great Spotted Woodpecker,2
Worsley Woods,10,May,2012,"2 Great Spotted Woodpecker ",Great Spotted Woodpecker,2
Worsley Woods,7,April,2012,"2 Great spotted woodpeckers ",Great Spotted Woodpecker,2
Worsley Woods,2,April,2012,"5 Great Spotted Woodpeckers (including drumming males and fighting females) ",Great Spotted Woodpecker,5
Worsley Woods,13,March,2012,"2 male Great Spotted Woodpecker ",Great Spotted Woodpecker,2
Worsley Woods,13,January,2012,"Great spotted woodpeckerx4 ",Great Spotted Woodpecker,4
Worsley Woods,22,December,2011,"2 great spotted woodpecker ",Great Spotted Woodpecker,2
Worsley Woods,3,August,2011,"Great Spotted Woodpecker also heard ",Great Spotted Woodpecker,X
Worsley Woods,25,July,2011," kingfisher on the dam family partys of willow warblers sedge warblers and reed warblers at filtration lagoons juvenile great spotted woodpecker in the garden ",Great Spotted Woodpecker,X
Worsley Woods,30,June,2011,"Great spotted woodpecker heard ",Great Spotted Woodpecker,X
Worsley Woods,19,May,2011,"Great spotted woodpecker nest site - I found it by the sounds of a begging chick ",Great Spotted Woodpecker,X
Worsley Woods,11,May,2011,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Worsley Woods,6,May,2011,"15. Great-spotted Woodpecker (1) ",Great Spotted Woodpecker,15
Worsley Woods,22,April,2011,"Great-spotted woodpecker (1) ",Great Spotted Woodpecker,1
Clayton Vale,18,October,2015,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Clayton Vale,10,May,2015,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Clayton Vale,29,April,2015,"Great spotted woodpecker ",Great Spotted Woodpecker,X
Clayton Vale,30,December,2013,"1 Great Spotted Woodpecker ",Great Spotted Woodpecker,1
Clayton Vale,26,February,2012,"1 Great Spotted Woodpecker, Male (and another heard) ",Great Spotted Woodpecker,1
Clayton Vale,11,February,2012,"2 Treecreeper, 2 Goosander (pair cruising the river) Single Nuthatch only, 1 Great Spotted Woodpecker heard. plus lots of Wren Robin and a single Dunnock + usual tits. ",Great Spotted Woodpecker,2
Clayton Vale,19,April,2010,"Great Spotted Woodpecker ",Great Spotted Woodpecker,X
Clayton Vale,4,March,2010,"Great Spotted Woodpecker - 3 birds - area between bridge and Oldham Rd. ",Great Spotted Woodpecker,3
